"UF","cod.UF","cod Municipio","Nome do municipio","População estimada","PIB per capita","PIB TOTAL","Atividade econômica","Ranking PIB per capita","Ranking PIB Total"
"MG","31","3130705","Indianópolis","6.693","6.448.677","438.896.978","Eletricidade e gás, água, esgoto, atividades de gestão de resíduos e descontaminação","134","1337"
"MG","31","3130804","Ingaí","2.764","2.104.991","58.624.006","Administração, defesa, educação e saúde públicas e seguridade social","1922","4309"
"MG","31","3130903","Inhapim","24.835","1.171.842","29.052.296","Demais serviços","3242","5104"
"MG","31","3131000","Inhaúma","6.158","1.598.968","99.775.584","Administração, defesa, educação e saúde públicas e seguridade social","2595","3488"
"MG","31","3131109","Inimutaba","7.397","1.064.248","79.701.497","Administração, defesa, educação e saúde públicas e seguridade social","3474","3858"
"MG","31","3131158","Ipaba","18.068","803.481","147.639.614","Administração, defesa, educação e saúde públicas e seguridade social","4234","2863"
"MG","31","3131208","Ipanema","19.464","1.165.567","23.003.623","Demais serviços","3255","5196"
"MG","31","3131307","Ipatinga","257.345","3.699.339","9.662.783.325","Demais serviços","657","91"
"MG","31","3131406","Ipiaçu","4.269","2.279.365","97.670.788","Agricultura, inclusive apoio à agricultura e a pós colheita","1715","3520"
"MG","31","3131505","Ipuiúna","10.038","1.312.095","13.284.965","Demais serviços","3028","5317"
"MG","31","3131604","Iraí de Minas","6.886","3.063.759","213.513.378","Demais serviços","999","2255"
"MG","31","3131703","Itabira","117.634","4.376.391","5.220.378.287","Indústrias extrativas","430","175"
"MG","31","3131802","Itabirinha","11.367","851.679","97.926.085","Administração, defesa, educação e saúde públicas e seguridade social","4067","3514"
"MG","31","3131901","Itabirito","49.768","7.749.733","3.938.104.206","Indústrias extrativas","88","217"
"MG","31","3132008","Itacambira","5.310","1.080.402","58.060.818","Administração, defesa, educação e saúde públicas e seguridade social","3435","4322"
"MG","31","3132107","Itacarambi","18.383","1.027.498","189.501.471","Administração, defesa, educação e saúde públicas e seguridade social","3567","2451"
"MG","31","3132206","Itaguara","13.172","2.011.197","26.807.245","Demais serviços","2041","5140"
"MG","31","3132305","Itaipé","12.572","678.726","86.367.842","Administração, defesa, educação e saúde públicas e seguridade social","4731","3719"
"MG","31","3132404","Itajubá","96.020","3.103.944","3.010.825.869","Demais serviços","983","277"
"MG","31","3132503","Itamarandiba","34.253","1.164.786","403.726.483","Administração, defesa, educação e saúde públicas e seguridade social","3257","1426"
"MG","31","3132602","Itamarati de Minas","4.318","129.544","56.507.097","Administração, defesa, educação e saúde públicas e seguridade social","5322","4366"
"MG","31","3132701","Itambacuri","23.585","1.097.706","259.464.819","Administração, defesa, educação e saúde públicas e seguridade social","3384","1970"
"MG","31","3132800","Itambé do Mato Dentro","2.242","1.167.444","25.765.487","Administração, defesa, educação e saúde públicas e seguridade social","3252","5161"
"MG","31","3132909","Itamogi","10.535","1.603.353","168.368.116","Demais serviços","2589","2643"
"MG","31","3133006","Itamonte","15.136","4.695.187","722.636.156","Indústrias de transformação","343","911"
"MG","31","3133105","Itanhandu","15.105","275.096","420.621.741","Pecuária, inclusive apoio à pecuária","5120","1377"
"MG","31","3133204","Itanhomi","12.340","915.355","113.449.155","Administração, defesa, educação e saúde públicas e seguridade social","3837","3286"
"MG","31","3133303","Itaobim","21.564","1.182.833","255.006.896","Demais serviços","3221","1996"
"MG","31","3133402","Itapagipe","14.784","302.434","454.891.027","Indústrias de transformação","5103","1305"
"MG","31","3133501","Itapecerica","22.109","2.091.787","463.498.099","Demais serviços","1947","1288"
"MG","31","3133600","Itapeva","9.436","3.147.952","302.770.015","Demais serviços","956","1756"
"MG","31","3133709","Itatiaiuçu","10.781","8.744.699","960.080.526","Indústrias extrativas","67","723"
"MG","31","3133758","Itaú de Minas","15.897","3.166.662","509.262.627","Demais serviços","939","1197"
"MG","31","3133808","Itaúna","91.453","3.267.528","3.028.868.153","Demais serviços","867","274"
"MG","31","3133907","Itaverava","5.758","850.005","48.365.273","Administração, defesa, educação e saúde públicas e seguridade social","4079","4587"
"MG","31","3134004","Itinga","15.059","806.897","122.220.746","Administração, defesa, educação e saúde públicas e seguridade social","4216","3183"
"MG","31","3134103","Itueta","6.087","1.329.666","8.137.558","Administração, defesa, educação e saúde públicas e seguridade social","3005","5399"
"MG","31","3134202","Ituiutaba","103.333","2.769.862","2.895.226.172","Demais serviços","1213","288"
"MG","31","3134301","Itumirim","6.237","991.307","61.589.918","Administração, defesa, educação e saúde públicas e seguridade social","3641","4236"
"MG","31","3134400","Iturama","37.700","4.483.113","1.725.281.391","Eletricidade e gás, água, esgoto, atividades de gestão de resíduos e descontaminação","410","444"
"MG","31","3134509","Itutinga","3.950","2.129.351","83.598.329","Administração, defesa, educação e saúde públicas e seguridade social","1885","3771"
"MG","31","3134608","Jaboticatubas","19.052","105.037","205.294.848","Demais serviços","5370","2318"
"MG","31","3134707","Jacinto","12.537","811.719","101.960.006","Administração, defesa, educação e saúde públicas e seguridade social","4201","3452"
"MG","31","3134806","Jacuí","7.783","1.404.857","109.705.282","Administração, defesa, educação e saúde públicas e seguridade social","2877","3337"
"MG","31","3134905","Jacutinga","24.930","24.900","633.779.799","Demais serviços","5538","1023"
"MG","31","3135001","Jaguaraçu","3.136","2.056.263","64.936.771","Indústrias de transformação","1984","4158"
"MG","31","3135050","Jaíba","37.054","1.463.928","555.399.474","Administração, defesa, educação e saúde públicas e seguridade social","2796","1122"
"MG","31","3135076","Jampruca","5.361","1.004.444","5.438.061","Administração, defesa, educação e saúde públicas e seguridade social","3609","5467"
"MG","31","3135100","Janaúba","70.886","1.530.443","1.096.608.648","Demais serviços","2688","646"
"MG","31","3135209","Januária","68.247","986.009","676.244.231","Administração, defesa, educação e saúde públicas e seguridade social","3658","967"
"MG","31","3135308","Japaraíba","4.241","1.578.489","68.001.308","Administração, defesa, educação e saúde públicas e seguridade social","2624","4098"
"MG","31","3135357","Japonvar","8.643","663.989","5.765.417","Administração, defesa, educação e saúde públicas e seguridade social","4781","5455"
"MG","31","3135407","Jeceaba","5.294","14.781.277","769.956.732","Indústrias de transformação","20","874"
"MG","31","3135456","Jenipapo de Minas","7.580","909.303","69.761.702","Administração, defesa, educação e saúde públicas e seguridade social","3860","4048"
"MG","31","3135506","Jequeri","12.946","1.131.392","145.485.698","Administração, defesa, educação e saúde públicas e seguridade social","3309","2887"
"MG","31","3135605","Jequitaí","7.975","99.685","78.651.472","Administração, defesa, educação e saúde públicas e seguridade social","5386","3873"
"MG","31","3135704","Jequitibá","5.313","1.677.134","89.206.747","Administração, defesa, educação e saúde públicas e seguridade social","2480","3670"
"MG","31","3135803","Jequitinhonha","25.365","880.628","225.088.439","Administração, defesa, educação e saúde públicas e seguridade social","3951","2170"
"MG","31","3135902","Jesuânia","4.899","1.315.541","6.443.519","Administração, defesa, educação e saúde públicas e seguridade social","3025","5441"
"MG","31","3136009","Joaíma","15.562","843.116","131.812.744","Administração, defesa, educação e saúde públicas e seguridade social","4102","3053"
"MG","31","3136108","Joanésia","5.143","1.543.622","77.119.365","Eletricidade e gás, água, esgoto, atividades de gestão de resíduos e descontaminação","2671","3909"
"MG","31","3136207","João Monlevade","78.583","3.253.718","2.589.634.374","Demais serviços","877","327"
"MG","31","3136306","João Pinheiro","48.179","2.998.686","1.461.889.363","Demais serviços","1046","525"
"MG","31","3136405","Joaquim Felício","4.607","864.946","40.384.336","Administração, defesa, educação e saúde públicas e seguridade social","4019","4817"
"MG","31","3136504","Jordânia","10.826","752.361","82.014.923","Administração, defesa, educação e saúde públicas e seguridade social","4445","3802"
"MG","31","3136520","José Gonçalves de Minas","4.643","971.527","44.991.405","Administração, defesa, educação e saúde públicas e seguridade social","3689","4684"
"MG","31","3136553","José Raydan","4.793","1.115.741","54.604.362","Administração, defesa, educação e saúde públicas e seguridade social","3343","4396"
"MG","31","3136579","Josenópolis","4.830","742.746","36.223.742","Administração, defesa, educação e saúde públicas e seguridade social","4492","4932"
"MG","31","3136652","Juatuba","25.087","464.499","1.201.844.784","Indústrias de transformação","5042","604"
"MG","31","3136702","Juiz de Fora","555.284","2.835.507","15.985.711.931","Demais serviços","1161","55"
"MG","31","3136801","Juramento","4.325","843.401","3.675.541","Administração, defesa, educação e saúde públicas e seguridade social","4101","5516"
"MG","31","3136900","Juruaia","10.125","1.592.315","164.661.301","Demais serviços","2606","2684"
"MG","31","3136959","Juvenília","5.861","855.964","50.159.475","Administração, defesa, educação e saúde públicas e seguridade social","4050","4509"
"MG","31","3137007","Ladainha","17.976","62.357","113.190.442","Administração, defesa, educação e saúde públicas e seguridade social","5508","3291"
"MG","31","3137106","Lagamar","7.799","3.370.052","262.695.584","Indústrias extrativas","818","1949"
"MG","31","3137205","Lagoa da Prata","50.197","3.185.371","1.631.037.115","Demais serviços","927","472"
"MG","31","3137304","Lagoa dos Patos","4.272","1.051.836","44.681.998","Administração, defesa, educação e saúde públicas e seguridade social","3502","4692"
"MG","31","3137403","Lagoa Dourada","12.938","1.551.451","202.557.443","Demais serviços","2663","2335"
"MG","31","3137502","Lagoa Formosa","18.037","1.769.003","321.516.224","Demais serviços","2349","1672"
"MG","31","3137536","Lagoa Grande","9.294","241.612","228.081.705","Demais serviços","5157","2148"
"MG","31","3137601","Lagoa Santa","59.770","2.689.969","1.661.109.707","Demais serviços","1277","462"
"MG","31","3137700","Lajinha","20.262","1.542.937","313.231.601","Demais serviços","2673","1709"
"MG","31","3137809","Lambari","20.671","1.598.183","333.540.768","Demais serviços","2598","1623"
"MG","31","3137908","Lamim","3.511","1.149.954","40.225.399","Administração, defesa, educação e saúde públicas e seguridade social","3281","4820"
"MG","31","3138005","Laranjal","6.799","1.104.935","75.710.155","Administração, defesa, educação e saúde públicas e seguridade social","3364","3942"
"MG","31","3138104","Lassance","6.663","1.680.409","111.982.461","Administração, defesa, educação e saúde públicas e seguridade social","2476","3304"
"MG","31","3138203","Lavras","100.243","2.434.166","2.485.867.581","Demais serviços","1533","338"
"MG","31","3138302","Leandro Ferreira","3.298","1.167.258","38.519.511","Administração, defesa, educação e saúde públicas e seguridade social","3253","4876"
"MG","31","3138351","Leme do Prado","4.983","1.011.283","50.543.902","Administração, defesa, educação e saúde públicas e seguridade social","3593","4497"
"MG","31","3138401","Leopoldina","53.145","1.946.836","103.871.463","Demais serviços","2129","3423"
"MG","31","3138500","Liberdade","5.346","1.546.499","81.902.569","Administração, defesa, educação e saúde públicas e seguridade social","2668","3807"
"MG","31","3138609","Lima Duarte","16.829","1.483.324","250.830.145","Demais serviços","2767","2018"
"MG","31","3138625","Limeira do Oeste","7.383","4.575.438","342.563.069","Agricultura, inclusive apoio à agricultura e a pós colheita","381","1590"
"MG","31","3138658","Lontra","8.938","720.103","65.126.128","Administração, defesa, educação e saúde públicas e seguridade social","4579","4154"
"MG","31","3138674","Luisburgo","6.408","127.917","81.981.999","Agricultura, inclusive apoio à agricultura e a pós colheita","5326","3804"
"MG","31","3138682","Luislândia","6.710","718.538","48.544.449","Administração, defesa, educação e saúde públicas e seguridade social","4587","4578"
"MG","31","3138708","Luminárias","5.571","1.839.226","102.481.674","Agricultura, inclusive apoio à agricultura e a pós colheita","2272","3446"
"MG","31","3138807","Luz","18.290","2.671.914","491.632.252","Demais serviços","1303","1231"
"MG","31","3138906","Machacalis","7.219","1.029.357","7.449.455","Administração, defesa, educação e saúde públicas e seguridade social","3560","5414"
"MG","31","3139003","Machado","41.368","2.295.855","962.422.596","Demais serviços","1691","719"
"MG","31","3139102","Madre de Deus de Minas","5.124","3.053.926","15.736.879","Agricultura, inclusive apoio à agricultura e a pós colheita","1011","5287"
"MG","31","3139201","Malacacheta","19.191","947.309","181.475.939","Administração, defesa, educação e saúde públicas e seguridade social","3755","2528"
"MG","31","3139250","Mamonas","6.591","719.317","47.647.568","Administração, defesa, educação e saúde públicas e seguridade social","4584","4612"
"MG","31","3139300","Manga","19.622","969.454","18.780.257","Administração, defesa, educação e saúde públicas e seguridade social","3697","5257"
"MG","31","3139409","Manhuaçu","86.844","2.692.492","2.385.009.739","Demais serviços","1274","346"
"MG","31","3139508","Manhumirim","22.577","1.966.428","44.803.098","Demais serviços","2098","4690"
"MG","31","3139607","Mantena","28.061","1.339.493","376.826.153","Demais serviços","2994","1487"
"MG","31","3139805","Mar de Espanha","12.572","1.337.473","170.434.243","Demais serviços","2999","2629"
"MG","31","3139706","Maravilhas","7.744","1.462.812","115.211.059","Administração, defesa, educação e saúde públicas e seguridade social","2799","3269"
"MG","31","3139904","Maria da Fé","14.518","1.088.107","157.644.943","Administração, defesa, educação e saúde públicas e seguridade social","3410","2754"
"MG","31","3140001","Mariana","58.802","4.840.728","2.897.514.656","Indústrias extrativas","323","287"
"MG","31","3140100","Marilac","4.275","988.969","42.070.759","Administração, defesa, educação e saúde públicas e seguridade social","3648","4776"
"MG","31","3140159","Mário Campos","14.624","1.033.455","154.894.202","Administração, defesa, educação e saúde públicas e seguridade social","3551","2780"
"MG","31","3140209","Maripá de Minas","2.950","1.934.872","57.639.838","Demais serviços","2139","4334"
"MG","31","3140308","Marliéria","4.127","944.908","39.015.263","Administração, defesa, educação e saúde públicas e seguridade social","3761","4858"
"MG","31","3140407","Marmelópolis","2.938","1.067.303","30.951.796","Administração, defesa, educação e saúde públicas e seguridade social","3468","5073"
"MG","31","3140506","Martinho Campos","13.314","2.387.464","320.779.596","Demais serviços","1588","1677"
"MG","31","3140530","Martins Soares","7.968","1.662.605","135.868.068","Administração, defesa, educação e saúde públicas e seguridade social","2502","3007"
"MG","31","3140555","Mata Verde","8.425","733.271","62.614.027","Administração, defesa, educação e saúde públicas e seguridade social","4534","4210"
"MG","31","3140605","Materlândia","4.645","955.525","44.135.677","Administração, defesa, educação e saúde públicas e seguridade social","3734","4711"
"MG","31","3140704","Mateus Leme","30.155","2.256.825","692.348.621","Demais serviços","1740","942"
"MG","31","3171501","Mathias Lobato","3.373","96.294","32.181.454","Administração, defesa, educação e saúde públicas e seguridade social","5399","5037"
"MG","31","3140803","Matias Barbosa","14.285","3.495.876","505.119.064","Demais serviços","747","1205"
"MG","31","3140852","Matias Cardoso","10.822","1.218.551","134.028.396","Administração, defesa, educação e saúde públicas e seguridade social","3168","3030"
"MG","31","3140902","Matipó","18.713","1.274.158","240.994.244","Demais serviços","3085","2072"
"MG","31","3141009","Mato Verde","12.895","933.421","119.935.212","Administração, defesa, educação e saúde públicas e seguridade social","3792","3209"
"MG","31","3141108","Matozinhos","36.719","268.669","1.003.317.431","Demais serviços","5129","696"
"MG","31","3141207","Matutina","3.851","1.637.851","62.991.758","Administração, defesa, educação e saúde públicas e seguridade social","2535","4202"
"MG","31","3141306","Medeiros","3.707","3.209.693","120.844.943","Agricultura, inclusive apoio à agricultura e a pós colheita","908","3193"
"MG","31","3141405","Medina","21.459","100.654","21.549.024","Administração, defesa, educação e saúde públicas e seguridade social","5383","5222"
"MG","31","3141504","Mendes Pimentel","6.549","854.742","5.610.525","Administração, defesa, educação e saúde públicas e seguridade social","4055","5460"
"MG","31","3141603","Mercês","10.813","1.067.314","115.995.631","Administração, defesa, educação e saúde públicas e seguridade social","3467","3258"
"MG","31","3141702","Mesquita","5.993","769.408","45.479.693","Administração, defesa, educação e saúde públicas e seguridade social","4368","4676"
"MG","31","3141801","Minas Novas","31.915","784.508","251.113.111","Administração, defesa, educação e saúde públicas e seguridade social","4305","2014"
"MG","31","3141900","Minduri","3.964","1.707.654","67.793.877","Administração, defesa, educação e saúde públicas e seguridade social","2430","4100"
"MG","31","3142007","Mirabela","13.643","894.595","122.792.134","Administração, defesa, educação e saúde públicas e seguridade social","3904","3170"
"MG","31","3142106","Miradouro","10.759","1.200.422","130.089.736","Administração, defesa, educação e saúde públicas e seguridade social","3186","3081"
"MG","31","3142205","Miraí","14.753","1.622.783","242.541.219","Demais serviços","2560","2060"
"MG","31","3142254","Miravânia","4.832","754.303","36.847.697","Administração, defesa, educação e saúde públicas e seguridade social","4433","4916"
"MG","31","3142304","Moeda","4.922","1.190.403","59.008.276","Administração, defesa, educação e saúde públicas e seguridade social","3208","4298"
"MG","31","3142403","Moema","7.448","142.098","10.692.874","Demais serviços","5300","5348"
"MG","31","3142502","Monjolos","2.352","1.773.877","41.278.117","Administração, defesa, educação e saúde públicas e seguridade social","2341","4798"
"MG","31","3142601","Monsenhor Paulo","8.628","2.247.713","195.798.293","Demais serviços","1755","2389"
"MG","31","3142700","Montalvânia","15.779","808.945","12.621.969","Administração, defesa, educação e saúde públicas e seguridade social","4209","5322"
"MG","31","3142809","Monte Alegre de Minas","20.856","2.614.913","551.615.978","Demais serviços","1348","1128"
"MG","31","3142908","Monte Azul","21.990","875.204","190.645.729","Administração, defesa, educação e saúde públicas e seguridade social","3973","2439"
"MG","31","3143005","Monte Belo","13.444","2.103.372","282.966.691","Demais serviços","1925","1847"
"MG","31","3143104","Monte Carmelo","47.937","2.262.806","1.091.758.532","Demais serviços","1731","651"
"MG","31","3143153","Monte Formoso","4.897","650.066","32.087.275","Administração, defesa, educação e saúde públicas e seguridade social","4824","5041"
"MG","31","3143203","Monte Santo de Minas","21.915","1.628.785","357.502.004","Demais serviços","2549","1547"
"MG","31","3143401","Monte Sião","23.022","1.761.842","413.046.302","Demais serviços","2359","1401"
"MG","31","3143302","Montes Claros","394.350","2.230.213","8.966.059.286","Demais serviços","1777","101"
"MG","31","3143450","Montezuma","8.041","737.871","60.269.327","Administração, defesa, educação e saúde públicas e seguridade social","4509","4268"
"MG","31","3143500","Morada Nova de Minas","8.764","3.076.139","272.545.928","Produção florestal, pesca e aquicultura","996","1888"
"MG","31","3143609","Morro da Garça","2.630","182.143","47.266.121","Administração, defesa, educação e saúde públicas e seguridade social","5240","4627"
"MG","31","3143708","Morro do Pilar","3.378","975.578","32.574.551","Administração, defesa, educação e saúde públicas e seguridade social","3680","5027"
"MG","31","3143807","Munhoz","6.304","140.833","88.175.548","Demais serviços","5302","3688"
"MG","31","3143906","Muriaé","107.263","1.934.951","2.100.137.983","Demais serviços","2138","380"
"MG","31","3144003","Mutum","27.494","1.359.535","374.252.921","Administração, defesa, educação e saúde públicas e seguridade social","2955","1496"
"MG","31","3144102","Muzambinho","21.017","1.974.043","415.062.364","Demais serviços","2090","1395"
"MG","31","3144201","Nacip Raydan","3.266","824.861","27.005.952","Administração, defesa, educação e saúde públicas e seguridade social","4158","5138"
"MG","31","3144300","Nanuque","41.829","154.088","643.887.497","Demais serviços","5280","1012"
"MG","31","3144359","Naque","6.824","990.073","68.612.084","Administração, defesa, educação e saúde públicas e seguridade social","3643","4081"
"MG","31","3144375","Natalândia","3.379","1.296.417","43.844.839","Administração, defesa, educação e saúde públicas e seguridade social","3056","4722"
"MG","31","3144409","Natércia","4.812","1.408.905","679.092","Administração, defesa, educação e saúde públicas e seguridade social","2870","5557"
"MG","31","3144508","Nazareno","8.478","2.389.854","205.121.142","Demais serviços","1583","2319"
"MG","31","3144607","Nepomuceno","26.897","1.642.733","444.408.621","Demais serviços","2527","1327"
"MG","31","3144656","Ninheira","10.301","73.212","75.957.447","Administração, defesa, educação e saúde públicas e seguridade social","5466","3937"
"MG","31","3144672","Nova Belém","3.559","1.086.732","37.655.254","Administração, defesa, educação e saúde públicas e seguridade social","3413","4897"
"MG","31","3144706","Nova Era","17.998","1.786.948","321.543.419","Demais serviços","2327","1671"
"MG","31","3144805","Nova Lima","89.900","9.885.584","9.112.333.295","Indústrias extrativas","51","99"
"MG","31","3144904","Nova Módica","3.792","1.132.048","42.531.036","Administração, defesa, educação e saúde públicas e seguridade social","3308","4759"
"MG","31","3145000","Nova Ponte","14.484","5.180.994","773.729.612","Eletricidade e gás, água, esgoto, atividades de gestão de resíduos e descontaminação","259","869"
"MG","31","3145059","Nova Porteirinha","7.636","1.366.737","104.528.017","Demais serviços","2939","3413"
"MG","31","3145109","Nova Resende","16.429","1.782.242","296.654.172","Agricultura, inclusive apoio à agricultura e a pós colheita","2333","1790"
"MG","31","3145208","Nova Serrana","89.859","2.748.847","2.602.636.267","Indústrias de transformação","1227","323"
"MG","31","3136603","Nova União","5.779","1.415.582","82.160.373","Administração, defesa, educação e saúde públicas e seguridade social","2861","3796"
"MG","31","3145307","Novo Cruzeiro","31.803","732.828","233.654.925","Administração, defesa, educação e saúde públicas e seguridade social","4536","2113"
"MG","31","3145356","Novo Oriente de Minas","10.807","753.873","81.938.492","Administração, defesa, educação e saúde públicas e seguridade social","4437","3805"
"MG","31","3145372","Novorizonte","5.255","956.119","50.750.786","Administração, defesa, educação e saúde públicas e seguridade social","3733","4493"
"MG","31","3145406","Olaria","1.913","1.251.291","23.436.681","Administração, defesa, educação e saúde públicas e seguridade social","3117","5192"
"MG","31","3145455","Olhos-d'Água","5.808","2.033.215","120.833.948","Produção florestal, pesca e aquicultura","2012","3194"
"MG","31","3145505","Olímpio Noronha","2.722","1.324.181","36.587.116","Administração, defesa, educação e saúde públicas e seguridade social","3012","4924"
"MG","31","3145604","Oliveira","41.562","2.023.539","848.004.592","Demais serviços","2026","807"
"MG","31","3145703","Oliveira Fortes","2.182","1.381.658","3.014.778","Administração, defesa, educação e saúde públicas e seguridade social","2915","5529"
"MG","31","3145802","Onça de Pitangui","3.179","1.538.563","49.110.946","Administração, defesa, educação e saúde públicas e seguridade social","2677","4551"
"MG","31","3145851","Oratórios","4.686","1.132.217","53.327.415","Administração, defesa, educação e saúde públicas e seguridade social","3307","4431"
"MG","31","3145877","Orizânia","7.831","1.013.735","80.581.794","Administração, defesa, educação e saúde públicas e seguridade social","3589","3843"
"MG","31","3145901","Ouro Branco","38.249","8.625.357","3.358.282.869","Indústrias de transformação","69","248"
"MG","31","3146008","Ouro Fino","33.390","1.950.716","657.703.248","Demais serviços","2122","988"
"MG","31","3146107","Ouro Preto","74.036","6.220.849","4.644.423.449","Indústrias extrativas","149","190"
"MG","31","3146206","Ouro Verde de Minas","6.128","756.776","46.239.014","Administração, defesa, educação e saúde públicas e seguridade social","4427","4657"
"MG","31","3146255","Padre Carvalho","6.250","793.807","50.311.513","Administração, defesa, educação e saúde públicas e seguridade social","4275","4504"
"MG","31","3146305","Padre Paraíso","19.971","83.674","168.829.059","Administração, defesa, educação e saúde públicas e seguridade social","5427","2639"
"MG","31","3146552","Pai Pedro","6.162","70.255","43.445.664","Administração, defesa, educação e saúde públicas e seguridade social","5475","4732"
"MG","31","3146404","Paineiras","4.677","1.285.479","59.774.758","Administração, defesa, educação e saúde públicas e seguridade social","3075","4276"
"MG","31","3146503","Pains","8.351","3.708.023","311.140.211","Demais serviços","653","1718"
"MG","31","3146602","Paiva","1.583","1.405.744","22.168.579","Administração, defesa, educação e saúde públicas e seguridade social","2875","5211"
"MG","31","3146701","Palma","6.746","1.020.962","68.945.585","Administração, defesa, educação e saúde públicas e seguridade social","3579","4071"
"MG","31","3146750","Palmópolis","6.405","764.743","47.115.801","Administração, defesa, educação e saúde públicas e seguridade social","4393","4632"
"MG","31","3146909","Papagaios","15.274","1.612.318","25.016.725","Demais serviços","2573","5172"
"MG","31","3147105","Pará de Minas","91.158","2.959.563","2.744.669.263","Demais serviços","1081","304"
"MG","31","3147006","Paracatu","91.027","3.800.086","3.510.747.533","Demais serviços","616","240"
"MG","31","3147204","Paraguaçu","21.384","2.206.709","476.274.066","Demais serviços","1810","1263"
"MG","31","3147303","Paraisópolis","20.710","2.756.608","578.419.036","Demais serviços","1221","1095"
"MG","31","3147402","Paraopeba","24.110","2.314.351","565.326.408","Demais serviços","1670","1109"
"MG","31","3147600","Passa Quatro","16.353","2.283.989","37.617.306","Demais serviços","1705","4899"
"MG","31","3147709","Passa Tempo","8.349","225.514","187.717.866","Demais serviços","5174","2461"
"MG","31","3147501","Passabém","1.753","1.138.619","19.720.879","Administração, defesa, educação e saúde públicas e seguridade social","3295","5246"
"MG","31","3147808","Passa-Vinte","2.112","1.527.765","32.144.179","Administração, defesa, educação e saúde públicas e seguridade social","2698","5039"
"MG","31","3147907","Passos","113.122","2.086.128","2.387.740.303","Demais serviços","1957","344"
"MG","31","3147956","Patis","5.914","744.933","44.517.183","Administração, defesa, educação e saúde públicas e seguridade social","4478","4695"
"MG","31","3148004","Patos de Minas","148.762","2.902.034","4.378.966.367","Demais serviços","1115","200"
"MG","31","3148103","Patrocínio","88.648","3.008.934","2.707.529.449","Demais serviços","1040","308"
"MG","31","3148202","Patrocínio do Muriaé","5.617","1.308.983","74.350.239","Administração, defesa, educação e saúde públicas e seguridade social","3031","3964"
"MG","31","3148301","Paula Cândido","9.654","982.587","95.291.306","Administração, defesa, educação e saúde públicas e seguridade social","3664","3560"
"MG","31","3148400","Paulistas","5.000","882.497","43.965.995","Administração, defesa, educação e saúde públicas e seguridade social","3948","4717"
"MG","31","3148509","Pavão","8.739","798.261","69.520.527","Administração, defesa, educação e saúde públicas e seguridade social","4255","4053"
"MG","31","3148608","Peçanha","17.836","1.002.671","179.187.298","Administração, defesa, educação e saúde públicas e seguridade social","3612","2553"
"MG","31","3148707","Pedra Azul","24.683","1.103.079","272.990.065","Administração, defesa, educação e saúde públicas e seguridade social","3368","1886"
"MG","31","3148756","Pedra Bonita","7.051","868.709","61.825.988","Administração, defesa, educação e saúde públicas e seguridade social","4001","4226"
"MG","31","3148806","Pedra do Anta","3.339","1.489.738","48.714.426","Administração, defesa, educação e saúde públicas e seguridade social","2750","4565"
"MG","31","3148905","Pedra do Indaiá","4.021","1.967.999","79.389.063","Administração, defesa, educação e saúde públicas e seguridade social","2092","3863"
"MG","31","3149002","Pedra Dourada","2.401","1.425.794","3.496.046","Administração, defesa, educação e saúde públicas e seguridade social","2849","5520"
"MG","31","3149101","Pedralva","11.623","1.114.612","128.960.583","Administração, defesa, educação e saúde públicas e seguridade social","3345","3093"
"MG","31","3149150","Pedras de Maria da Cruz","11.193","74.179","84.534.338","Administração, defesa, educação e saúde públicas e seguridade social","5463","3754"
"MG","31","3149200","Pedrinópolis","3.650","291.154","106.911.743","Demais serviços","5111","3380"
"MG","31","3149309","Pedro Leopoldo","62.951","2.251.316","1.437.172.456","Demais serviços","1749","533"
"MG","31","3149408","Pedro Teixeira","1.841","1.159.977","21.378.372","Administração, defesa, educação e saúde públicas e seguridade social","3265","5224"
"MG","31","3149507","Pequeri","3.323","1.281.171","42.880.779","Administração, defesa, educação e saúde públicas e seguridade social","3081","4747"
"MG","31","3149606","Pequi","4.342","1.373.452","60.363.232","Administração, defesa, educação e saúde públicas e seguridade social","2927","4266"
"MG","31","3149705","Perdigão","10.416","1.967.765","2.134.238","Indústrias de transformação","2095","5538"
"MG","31","3149804","Perdizes","15.639","3.777.859","601.624.064","Agricultura, inclusive apoio à agricultura e a pós colheita","629","1070"
"MG","31","3149903","Perdões","21.239","2.230.857","478.384.921","Demais serviços","1776","1258"
"MG","31","3149952","Periquito","7.103","102.846","72.609.301","Administração, defesa, educação e saúde públicas e seguridade social","5374","3996"
"MG","31","3150000","Pescador","4.293","896.091","38.630.503","Administração, defesa, educação e saúde públicas e seguridade social","3899","4873"
"MG","31","3150109","Piau","2.868","1.631.799","46.506.283","Administração, defesa, educação e saúde públicas e seguridade social","2546","4646"
"MG","31","3150158","Piedade de Caratinga","8.008","1.076.487","8.877.788","Administração, defesa, educação e saúde públicas e seguridade social","3446","5387"
"MG","31","3150208","Piedade de Ponte Nova","4.203","1.186.611","49.991.917","Administração, defesa, educação e saúde públicas e seguridade social","3215","4513"
"MG","31","3150307","Piedade do Rio Grande","4.723","1.576.768","73.855.819","Administração, defesa, educação e saúde públicas e seguridade social","2627","3974"
"MG","31","3150406","Piedade dos Gerais","4.927","124.764","62.144.972","Administração, defesa, educação e saúde públicas e seguridade social","5333","4221"
"MG","31","3150505","Pimenta","8.655","2.042.473","178.103.665","Demais serviços","2000","2563"
