"UF","cod.UF","cod Municipio","Nome do municipio","População estimada","PIB per capita","PIB TOTAL","Atividade econômica","Ranking PIB per capita","Ranking PIB Total"
"MG","31","3163003","São José da Safira","4.274","892.795","38.416.974","Administração, defesa, educação e saúde públicas e seguridade social","3914","4879"
"MG","31","3163102","São José da Varginha","4.702","1.721.451","83.214.941","Pecuária, inclusive apoio à pecuária","2412","3780"
"MG","31","3163201","São José do Alegre","4.197","101.133","42.759.014","Administração, defesa, educação e saúde públicas e seguridade social","5378","4755"
"MG","31","3163300","São José do Divino","3.944","928.893","36.654.122","Administração, defesa, educação e saúde públicas e seguridade social","3803","4921"
"MG","31","3163409","São José do Goiabal","5.673","960.004","54.077.043","Administração, defesa, educação e saúde públicas e seguridade social","3721","4409"
"MG","31","3163508","São José do Jacuri","6.671","975.943","64.900.211","Administração, defesa, educação e saúde públicas e seguridade social","3678","4159"
"MG","31","3163607","São José do Mantimento","2.755","112.341","31.309.423","Administração, defesa, educação e saúde públicas e seguridade social","5353","5064"
"MG","31","3163706","São Lourenço","44.781","2.148.999","976.870.424","Demais serviços","1865","709"
"MG","31","3163805","São Miguel do Anta","7.019","1.098.871","77.415.459","Administração, defesa, educação e saúde públicas e seguridade social","3379","3900"
"MG","31","3163904","São Pedro da União","4.979","1.998.292","98.136.124","Agricultura, inclusive apoio à agricultura e a pós colheita","2056","3509"
"MG","31","3164100","São Pedro do Suaçuí","5.552","105.468","57.944.117","Administração, defesa, educação e saúde públicas e seguridade social","5369","4326"
"MG","31","3164001","São Pedro dos Ferros","8.284","1.345.543","110.078.843","Administração, defesa, educação e saúde públicas e seguridade social","2984","3331"
"MG","31","3164209","São Romão","11.553","1.165.941","138.653.757","Administração, defesa, educação e saúde públicas e seguridade social","3254","2968"
"MG","31","3164308","São Roque de Minas","7.035","2.736.686","194.085.801","Demais serviços","1234","2404"
"MG","31","3164407","São Sebastião da Bela Vista","5.348","6.246.242","33.967.066","Comércio e reparação de veículos automotores e motocicletas","147","4986"
"MG","31","3164431","São Sebastião da Vargem Alegre","2.973","1.535.037","46.143.219","Administração, defesa, educação e saúde públicas e seguridade social","2684","4658"
"MG","31","3164472","São Sebastião do Anta","6.286","1.061.929","68.165.224","Administração, defesa, educação e saúde públicas e seguridade social","3479","4095"
"MG","31","3164506","São Sebastião do Maranhão","10.620","696.099","73.166.927","Administração, defesa, educação e saúde públicas e seguridade social","4672","3985"
"MG","31","3164605","São Sebastião do Oeste","6.430","4.579.088","301.716.139","Indústrias de transformação","380","1763"
"MG","31","3164704","São Sebastião do Paraíso","69.574","2.746.844","193.743.127","Demais serviços","1230","2408"
"MG","31","3164803","São Sebastião do Rio Preto","1.601","1.186.316","1.876.752","Administração, defesa, educação e saúde públicas e seguridade social","3217","5541"
"MG","31","3164902","São Sebastião do Rio Verde","2.228","1.208.418","27.177.319","Administração, defesa, educação e saúde públicas e seguridade social","3178","5135"
"MG","31","3165206","São Thomé das Letras","7.037","1.261.045","89.609.869","Administração, defesa, educação e saúde públicas e seguridade social","3104","3662"
"MG","31","3165008","São Tiago","11.017","145.822","161.468.695","Demais serviços","5291","2708"
"MG","31","3165107","São Tomás de Aquino","7.238","1.915.953","138.370.091","Agricultura, inclusive apoio à agricultura e a pós colheita","2161","2969"
"MG","31","3165305","São Vicente de Minas","7.552","2.126.238","163.124.981","Demais serviços","1892","2697"
"MG","31","3165404","Sapucaí-Mirim","6.739","1.419.063","97.205.827","Demais serviços","2856","3528"
"MG","31","3165503","Sardoá","6.083","950.311","58.900.291","Administração, defesa, educação e saúde públicas e seguridade social","3749","4303"
"MG","31","3165537","Sarzedo","29.889","2.883.728","895.022.717","Demais serviços","1126","771"
"MG","31","3165560","Sem-Peixe","2.814","1.077.722","2.991.757","Administração, defesa, educação e saúde públicas e seguridade social","3441","5530"
"MG","31","3165578","Senador Amaral","5.419","1.028.983","55.966.383","Administração, defesa, educação e saúde públicas e seguridade social","3562","4375"
"MG","31","3165602","Senador Cortes","2.047","1.307.874","26.798.329","Administração, defesa, educação e saúde públicas e seguridade social","3032","5141"
"MG","31","3165701","Senador Firmino","7.700","926.562","72.197.741","Administração, defesa, educação e saúde públicas e seguridade social","3811","4004"
"MG","31","3165800","Senador José Bento","1.735","1.356.568","22.681.821","Administração, defesa, educação e saúde públicas e seguridade social","2959","5201"
"MG","31","3165909","Senador Modestino Gonçalves","4.484","2.088.159","92.087.799","Produção florestal, pesca e aquicultura","1952","3622"
"MG","31","3166006","Senhora de Oliveira","5.879","1.158.903","68.282.556","Administração, defesa, educação e saúde públicas e seguridade social","3268","4091"
"MG","31","3166105","Senhora do Porto","3.599","1.040.741","37.487.478","Administração, defesa, educação e saúde públicas e seguridade social","3532","4904"
"MG","31","3166204","Senhora dos Remédios","10.585","746.352","79.277.491","Administração, defesa, educação e saúde públicas e seguridade social","4471","3865"
"MG","31","3166303","Sericita","7.406","953.821","70.907.071","Administração, defesa, educação e saúde públicas e seguridade social","3738","4032"
"MG","31","3166402","Seritinga","1.865","176.259","33.030.934","Administração, defesa, educação e saúde públicas e seguridade social","5245","5013"
"MG","31","3166501","Serra Azul de Minas","4.363","727.988","31.827.628","Administração, defesa, educação e saúde públicas e seguridade social","4556","5051"
"MG","31","3166600","Serra da Saudade","818","2.349.928","19.081.417","Administração, defesa, educação e saúde públicas e seguridade social","1625","5251"
"MG","31","3166808","Serra do Salitre","11.325","3.009.624","345.835.919","Agricultura, inclusive apoio à agricultura e a pós colheita","1039","1581"
"MG","31","3166709","Serra dos Aimorés","8.767","949.286","83.622.587","Administração, defesa, educação e saúde públicas e seguridade social","3752","3770"
"MG","31","3166907","Serrania","7.796","1.595.783","124.662.571","Demais serviços","2600","3144"
"MG","31","3166956","Serranópolis de Minas","4.712","731.787","34.898.924","Administração, defesa, educação e saúde públicas e seguridade social","4537","4961"
"MG","31","3167004","Serranos","2.030","1.374.334","27.802.771","Administração, defesa, educação e saúde públicas e seguridade social","2925","5125"
"MG","31","3167103","Serro","21.427","1.047.727","224.580.263","Demais serviços","3513","2173"
"MG","31","3167202","Sete Lagoas","232.107","3.497.738","8.262.636.151","Demais serviços","745","119"
"MG","31","3165552","Setubinha","11.837","719.351","86.753.749","Administração, defesa, educação e saúde públicas e seguridade social","4583","3712"
"MG","31","3167301","Silveirânia","2.282","1.179.457","27.033.145","Administração, defesa, educação e saúde públicas e seguridade social","3227","5137"
"MG","31","3167400","Silvianópolis","6.283","1.915.135","120.921.627","Indústrias de transformação","2163","3191"
"MG","31","3167509","Simão Pereira","2.640","2.746.964","72.822.005","Eletricidade e gás, água, esgoto, atividades de gestão de resíduos e descontaminação","1228","3993"
"MG","31","3167608","Simonésia","19.421","969.643","190.370.023","Administração, defesa, educação e saúde públicas e seguridade social","3696","2445"
"MG","31","3167707","Sobrália","5.842","873.994","50.612.976","Administração, defesa, educação e saúde públicas e seguridade social","3979","4495"
"MG","31","3167806","Soledade de Minas","6.055","946.416","58.024.737","Administração, defesa, educação e saúde públicas e seguridade social","3758","4324"
"MG","31","3167905","Tabuleiro","4.021","1.246.804","49.410.832","Administração, defesa, educação e saúde públicas e seguridade social","3120","4540"
"MG","31","3168002","Taiobeiras","33.315","1.299.529","43.955.275","Demais serviços","3046","4719"
"MG","31","3168051","Taparuba","3.203","1.144.579","36.580.756","Administração, defesa, educação e saúde públicas e seguridade social","3288","4925"
"MG","31","3168101","Tapira","4.542","14.651.459","681.292.847","Indústrias extrativas","21","958"
"MG","31","3168200","Tapiraí","1.922","1.746.456","33.549.429","Administração, defesa, educação e saúde públicas e seguridade social","2379","4996"
"MG","31","3168309","Taquaraçu de Minas","4.030","1.159.117","47.234.014","Administração, defesa, educação e saúde públicas e seguridade social","3267","4628"
"MG","31","3168408","Tarumirim","14.672","938.307","137.621.524","Administração, defesa, educação e saúde públicas e seguridade social","3779","2978"
"MG","31","3168507","Teixeiras","11.793","1.106.683","130.986.994","Administração, defesa, educação e saúde públicas e seguridade social","3361","3067"
"MG","31","3168606","Teófilo Otoni","141.046","1.666.707","2.365.624.218","Demais serviços","2496","348"
"MG","31","3168705","Timóteo","87.542","3.234.907","2.876.835.405","Indústrias de transformação","886","291"
"MG","31","3168804","Tiradentes","7.640","1.982.152","154.746.575","Demais serviços","2079","2784"
"MG","31","3168903","Tiros","6.871","2.806.201","190.681.337","Demais serviços","1180","2437"
"MG","31","3169000","Tocantins","16.637","1.678.156","281.359.655","Demais serviços","2478","1852"
"MG","31","3169059","Tocos do Moji","4.124","1.200.588","49.788.374","Administração, defesa, educação e saúde públicas e seguridade social","3184","4518"
"MG","31","3169109","Toledo","6.153","1.424.708","8.878.783","Administração, defesa, educação e saúde públicas e seguridade social","2850","5386"
"MG","31","3169208","Tombos","9.033","1.038.357","91.084.642","Administração, defesa, educação e saúde públicas e seguridade social","3538","3638"
"MG","31","3169307","Três Corações","77.921","2.805.622","2.216.413.209","Demais serviços","1182","365"
"MG","31","3169356","Três Marias","31.028","5.262.597","1.667.558.988","Indústrias de transformação","247","460"
"MG","31","3169406","Três Pontas","56.649","2.197.122","1.254.490.675","Demais serviços","1817","591"
"MG","31","3169505","Tumiritinga","6.669","80.634","54.339.257","Administração, defesa, educação e saúde públicas e seguridade social","5436","4403"
"MG","31","3169604","Tupaciguara","25.363","2.698.892","689.242.944","Demais serviços","1266","949"
"MG","31","3169703","Turmalina","19.454","1.564.991","309.273.591","Demais serviços","2643","1730"
"MG","31","3169802","Turvolândia","4.964","2.252.868","113.206.615","Agricultura, inclusive apoio à agricultura e a pós colheita","1745","3290"
"MG","31","3169901","Ubá","111.012","2.525.554","2.861.452.246","Demais serviços","1441","293"
"MG","31","3170008","Ubaí","12.397","744.604","93.306.293","Administração, defesa, educação e saúde públicas e seguridade social","4480","3591"
"MG","31","3170057","Ubaporanga","12.558","97.185","122.666.849","Administração, defesa, educação e saúde públicas e seguridade social","5395","3173"
"MG","31","3170107","Uberaba","322.126","4.006.632","13.152.650.568","Demais serviços","545","68"
"MG","31","3170206","Uberlândia","662.362","5.054.878","34.201.961.801","Demais serviços","286","21"
"MG","31","3170305","Umburatiba","2.727","1.131.326","30.647.612","Administração, defesa, educação e saúde públicas e seguridade social","3311","5078"
"MG","31","3170404","Unaí","82.887","3.186.655","2.676.152.483","Demais serviços","925","312"
"MG","31","3170438","União de Minas","4.474","2.954.002","131.512.186","Agricultura, inclusive apoio à agricultura e a pós colheita","1083","3058"
"MG","31","3170479","Uruana de Minas","3.336","1.511.393","50.450.312","Administração, defesa, educação e saúde públicas e seguridade social","2726","4502"
"MG","31","3170503","Urucânia","10.585","1.666.293","176.443.729","Administração, defesa, educação e saúde públicas e seguridade social","2497","2575"
"MG","31","3170529","Urucuia","15.556","804.641","129.507.042","Administração, defesa, educação e saúde públicas e seguridade social","4230","3085"
"MG","31","3170578","Vargem Alegre","6.634","872.094","57.837.295","Administração, defesa, educação e saúde públicas e seguridade social","3985","4330"
"MG","31","3170602","Vargem Bonita","2.213","190.146","42.003.249","Administração, defesa, educação e saúde públicas e seguridade social","5232","4781"
"MG","31","3170651","Vargem Grande do Rio Pardo","4.989","889.706","4.477.001","Administração, defesa, educação e saúde públicas e seguridade social","3925","5496"
"MG","31","3170701","Varginha","132.353","4.050.611","5.442.562.717","Demais serviços","530","170"
"MG","31","3170750","Varjão de Minas","6.762","261.929","181.962.082","Agricultura, inclusive apoio à agricultura e a pós colheita","5134","2525"
"MG","31","3170800","Várzea da Palma","38.534","17.341","678.518.627","Demais serviços","5547","961"
"MG","31","3170909","Varzelândia","19.702","763.708","150.626.045","Administração, defesa, educação e saúde públicas e seguridade social","4399","2829"
"MG","31","3171006","Vazante","20.652","3.102.527","644.829.188","Demais serviços","984","1011"
"MG","31","3171030","Verdelândia","9.056","911.455","84.036.165","Administração, defesa, educação e saúde públicas e seguridade social","3848","3765"
"MG","31","3171071","Veredinha","5.773","1.491.445","8.647.398","Administração, defesa, educação e saúde públicas e seguridade social","2748","5390"
"MG","31","3171105","Veríssimo","3.826","3.272.261","127.978.126","Agricultura, inclusive apoio à agricultura e a pós colheita","864","3102"
"MG","31","3171154","Vermelho Novo","4.883","915.946","44.927.135","Administração, defesa, educação e saúde públicas e seguridade social","3835","4686"
"MG","31","3171204","Vespasiano","118.557","212.163","2.596.132.087","Demais serviços","5195","326"
"MG","31","3171303","Viçosa","77.318","1.986.994","1.557.425.983","Demais serviços","2071","499"
"MG","31","3171402","Vieiras","3.765","1.007.426","3.768.779","Administração, defesa, educação e saúde públicas e seguridade social","3602","5513"
"MG","31","3171600","Virgem da Lapa","14.030","796.306","111.825.184","Administração, defesa, educação e saúde públicas e seguridade social","4260","3306"
"MG","31","3171709","Virgínia","8.867","1.198.516","106.308.379","Demais serviços","3195","3388"
"MG","31","3171808","Virginópolis","10.810","1.296.744","13.995.762","Demais serviços","3055","5308"
"MG","31","3171907","Virgolândia","5.664","894.363","50.200.623","Administração, defesa, educação e saúde públicas e seguridade social","3907","4507"
"MG","31","3172004","Visconde do Rio Branco","41.182","2.696.277","1.130.602.747","Indústrias de transformação","1271","632"
"MG","31","3172103","Volta Grande","5.288","1.186.503","63.062.624","Administração, defesa, educação e saúde públicas e seguridade social","3216","4198"
"MG","31","3172202","Wenceslau Braz","2.617","995.783","26.039.719","Administração, defesa, educação e saúde públicas e seguridade social","3632","5153"
"ES","32","3200102","Afonso Cláudio","32.454","1.357.312","439.239.834","Demais serviços","2958","1336"
"ES","32","3200169","Água Doce do Norte","12.025","1.178.055","140.106.087","Administração, defesa, educação e saúde públicas e seguridade social","3229","2949"
"ES","32","3200136","Águia Branca","10.065","1.921.138","193.746.727","Agricultura, inclusive apoio à agricultura e a pós colheita","2155","2407"
"ES","32","3200201","Alegre","32.205","1.524.138","489.949.344","Demais serviços","2705","1237"
"ES","32","3200300","Alfredo Chaves","14.973","2.246.648","338.839.405","Demais serviços","1757","1604"
"ES","32","3200359","Alto Rio Novo","7.934","1.161.106","93.143.947","Administração, defesa, educação e saúde públicas e seguridade social","3263","3597"
"ES","32","3200409","Anchieta","27.624","2.819.622","804.889.331","Demais serviços","1171","847"
"ES","32","3200508","Apiacá","7.924","1.200.957","95.259.906","Administração, defesa, educação e saúde públicas e seguridade social","3182","3561"
"ES","32","3200607","Aracruz","95.056","5.290.073","5.205.061.242","Indústrias de transformação","243","176"
"ES","32","3200706","Atilio Vivacqua","11.181","2.248.117","265.367.735","Demais serviços","1754","1927"
"ES","32","3200805","Baixo Guandu","31.467","1.949.423","619.799.494","Demais serviços","2127","1039"
"ES","32","3200904","Barra de São Francisco","44.599","1.731.953","784.280.163","Demais serviços","2397","859"
"ES","32","3201001","Boa Esperança","15.318","1.658.261","256.367.114","Demais serviços","2512","1985"
"ES","32","3201100","Bom Jesus do Norte","10.176","1.404.421","144.009.369","Demais serviços","2878","2903"
"ES","32","3201159","Brejetuba","12.755","1.627.521","208.941.184","Agricultura, inclusive apoio à agricultura e a pós colheita","2552","2291"
"ES","32","3201209","Cachoeiro de Itapemirim","208.702","2.252.228","476.681.855","Demais serviços","1747","1261"
"ES","32","3201308","Cariacica","381.802","2.058.424","7.973.675.167","Demais serviços","1982","124"
"ES","32","3201407","Castelo","37.829","2.262.551","866.647.463","Demais serviços","1732","796"
"ES","32","3201506","Colatina","122.646","2.686.305","3.345.121.895","Demais serviços","1283","249"
"ES","32","3201605","Conceição da Barra","31.127","1.344.403","424.481.701","Administração, defesa, educação e saúde públicas e seguridade social","2989","1371"
"ES","32","3201704","Conceição do Castelo","12.766","1.516.985","196.358.488","Administração, defesa, educação e saúde públicas e seguridade social","2716","2382"
"ES","32","3201803","Divino de São Lourenço","4.649","1.454.253","67.070.126","Administração, defesa, educação e saúde públicas e seguridade social","2811","4119"
"ES","32","3201902","Domingos Martins","34.416","2.024.762","703.746.577","Demais serviços","2023","935"
"ES","32","3202009","Dores do Rio Preto","6.890","1.831.015","127.237.249","Administração, defesa, educação e saúde públicas e seguridade social","2278","3109"
"ES","32","3202108","Ecoporanga","24.271","1.253.537","303.568.965","Administração, defesa, educação e saúde públicas e seguridade social","3112","1751"
"ES","32","3202207","Fundão","19.985","2.018.662","419.013.766","Demais serviços","2031","1384"
"ES","32","3202256","Governador Lindenberg","12.284","1.413.375","178.085.209","Administração, defesa, educação e saúde públicas e seguridade social","2863","2564"
"ES","32","3202306","Guaçuí","30.685","1.688.794","526.920.676","Demais serviços","2453","1174"
"ES","32","3202405","Guarapari","119.802","1.754.428","2.160.859.148","Demais serviços","2367","371"
"ES","32","3202454","Ibatiba","25.244","1.239.603","320.834.121","Administração, defesa, educação e saúde públicas e seguridade social","3135","1676"
"ES","32","3202504","Ibiraçu","12.358","1.913.726","240.765.914","Demais serviços","2165","2074"
"ES","32","3202553","Ibitirama","9.386","1.558.405","146.069.271","Administração, defesa, educação e saúde públicas e seguridade social","2658","2880"
"ES","32","3202603","Iconha","13.788","2.370.639","33.226.878","Demais serviços","1605","5005"
"ES","32","3202652","Irupi","13.096","145.176","194.245.428","Administração, defesa, educação e saúde públicas e seguridade social","5293","2403"
"ES","32","3202702","Itaguaçu","14.829","1.719.741","254.779.584","Demais serviços","2414","1997"
"ES","32","3202801","Itapemirim","34.272","9.033.008","3.127.950.002","Indústrias extrativas","64","265"
"ES","32","3202900","Itarana","11.289","1.876.678","210.769.673","Demais serviços","2220","2277"
"ES","32","3203007","Iúna","29.585","1.376.675","411.570.827","Demais serviços","2922","1407"
"ES","32","3203056","Jaguaré","28.644","1.563.386","46.341.897","Demais serviços","2646","4653"
"ES","32","3203106","Jerônimo Monteiro","11.876","1.169.794","140.796.409","Administração, defesa, educação e saúde públicas e seguridade social","3247","2941"
"ES","32","3203130","João Neiva","17.022","2.039.993","350.225.974","Demais serviços","2002","1571"
"ES","32","3203163","Laranja da Terra","11.438","1.169.736","134.016.688","Administração, defesa, educação e saúde públicas e seguridade social","3248","3031"
"ES","32","3203205","Linhares","163.662","3.241.746","5.480.107.162","Demais serviços","881","169"
"ES","32","3203304","Mantenópolis","15.121","1.082.503","166.911.164","Administração, defesa, educação e saúde públicas e seguridade social","3427","2656"
"ES","32","3203320","Marataízes","37.923","4.168.411","1.611.924.471","Indústrias extrativas","495","479"
"ES","32","3203346","Marechal Floriano","16.127","2.531.609","418.854.736","Demais serviços","1429","1385"
"ES","32","3203353","Marilândia","12.353","2.016.524","254.122.331","Demais serviços","2034","2001"
"ES","32","3203403","Mimoso do Sul","27.349","1.688.955","462.570.895","Demais serviços","2452","1292"
"ES","32","3203502","Montanha","19.224","1.772.126","343.632.925","Demais serviços","2344","1585"
"ES","32","3203601","Mucurici","5.885","122.986","72.082.082","Administração, defesa, educação e saúde públicas e seguridade social","5335","4010"
"ES","32","3203700","Muniz Freire","18.909","148.298","277.984.561","Administração, defesa, educação e saúde públicas e seguridade social","5287","1867"
"ES","32","3203809","Muqui","15.626","1.229.149","194.279.254","Administração, defesa, educação e saúde públicas e seguridade social","3151","2402"
"ES","32","3203908","Nova Venécia","50.294","1.822.634","929.379.091","Demais serviços","2291","741"
"ES","32","3204005","Pancas","23.418","999.882","236.942.128","Administração, defesa, educação e saúde públicas e seguridade social","3622","2093"
"ES","32","3204054","Pedro Canário","26.128","1.075.132","285.307.697","Administração, defesa, educação e saúde públicas e seguridade social","3449","1836"
"ES","32","3204104","Pinheiros","26.589","1.707.011","463.112.028","Demais serviços","2431","1290"
"ES","32","3204203","Piúma","20.716","2.228.706","475.516.717","Demais serviços","1782","1267"
"ES","32","3204252","Ponto Belo","7.749","1.029.806","8.136.496","Administração, defesa, educação e saúde públicas e seguridade social","3559","5400"
"ES","32","3204302","Presidente Kennedy","11.309","29.239.708","3.433.326.548","Indústrias extrativas","3","245"
"ES","32","3204351","Rio Bananal","19.181","1.950.223","379.454.831","Demais serviços","2123","1483"
"ES","32","3204401","Rio Novo do Sul","12.045","1.468.487","177.613.531","Demais serviços","2788","2567"
"ES","32","3204500","Santa Leopoldina","12.885","1.539.631","198.443.007","Administração, defesa, educação e saúde públicas e seguridade social","2675","2364"
"ES","32","3204559","Santa Maria de Jetibá","38.850","3.423.297","1.366.854.102","Pecuária, inclusive apoio à pecuária","793","552"
"ES","32","3204609","Santa Teresa","23.735","1.935.367","464.971.942","Demais serviços","2137","1284"
"ES","32","3204658","São Domingos do Norte","8.709","2.606.177","229.812.646","Indústrias de transformação","1358","2139"
"ES","32","3204708","São Gabriel da Palha","36.328","1.522.717","569.115.598","Demais serviços","2708","1107"
"ES","32","3204807","São José do Calçado","11.012","1.480.369","163.373.578","Demais serviços","2774","2694"
"ES","32","3204906","São Mateus","124.575","1.645.141","2.113.166.615","Demais serviços","2524","378"
"ES","32","3204955","São Roque do Canaã","12.384","172.167","216.568.903","Demais serviços","5253","2235"
"ES","32","3205002","Serra","485.376","3.688.426","18.538.694.998","Demais serviços","664","44"
"ES","32","3205010","Sooretama","27.966","191.902","557.245.092","Demais serviços","5230","1121"
"ES","32","3205036","Vargem Alta","21.141","1.739.979","375.557.067","Demais serviços","2387","1494"
"ES","32","3205069","Venda Nova do Imigrante","23.744","235.488","578.711.678","Demais serviços","5165","1094"
"ES","32","3205101","Viana","74.499","2.767.829","212.502.831","Demais serviços","1214","2262"
"ES","32","3205150","Vila Pavão","9.368","1.444.305","13.661.683","Administração, defesa, educação e saúde públicas e seguridade social","2825","5313"
"ES","32","3205176","Vila Valério","14.657","1.744.245","256.351.726","Demais serviços","2383","1986"
"ES","32","3205200","Vila Velha","472.762","2.260.519","1.099.489.376","Demais serviços","1735","645"
"ES","32","3205309","Vitória","355.875","5.577.918","20.255.652.094","Demais serviços","208","38"
"RJ","33","3300100","Angra dos Reis","188.276","5.189.301","10.099.365.041","Demais serviços","255","88"
"RJ","33","3300159","Aperibé","11.023","1.520.223","171.663.525","Administração, defesa, educação e saúde públicas e seguridade social","2710","2618"
"RJ","33","3300209","Araruama","122.865","1.984.012","2.514.577.061","Demais serviços","2075","334"
"RJ","33","3300225","Areal","11.970","2.681.455","325.609.081","Administração, defesa, educação e saúde públicas e seguridade social","1289","1656"
"RJ","33","3300233","Armação dos Búzios","31.067","5.307.897","1.712.327.503","Demais serviços","239","449"
"RJ","33","3300258","Arraial do Cabo","29.097","247.117","724.151.625","Demais serviços","5150","909"
"RJ","33","3300308","Barra do Piraí","96.865","2.078.995","2.026.188.094","Demais serviços","1964","392"
"RJ","33","3300407","Barra Mansa","179.915","2.721.105","4.883.050.681","Demais serviços","1247","184"
"RJ","33","3300456","Belford Roxo","481.127","1.651.403","8.187.373.444","Administração, defesa, educação e saúde públicas e seguridade social","2519","122"
"RJ","33","3300506","Bom Jardim","26.278","2.460.113","653.553.715","Demais serviços","1511","996"
"RJ","33","3300605","Bom Jesus do Itabapoana","35.964","2.018.193","727.921.766","Demais serviços","2033","903"
"RJ","33","3300704","Cabo Frio","208.451","3.978.141","8.593.977.294","Demais serviços","551","110"
"RJ","33","3300803","Cachoeiras de Macacu","56.290","1.693.118","965.890.241","Administração, defesa, educação e saúde públicas e seguridade social","2447","715"
"RJ","33","3300902","Cambuci","14.836","2.099.636","317.548.956","Administração, defesa, educação e saúde públicas e seguridade social","1937","1696"
"RJ","33","3301009","Campos dos Goytacazes","483.970","4.301.304","21.088.776.671","Demais serviços","454","37"
"RJ","33","3301108","Cantagalo","19.759","345.919","681.356.639","Demais serviços","5077","957"
"RJ","33","3300936","Carapebus","15.008","2.363.665","367.975.371","Administração, defesa, educação e saúde públicas e seguridade social","1612","1515"
"RJ","33","3301157","Cardoso Moreira","12.558","2.555.088","319.871.488","Administração, defesa, educação e saúde públicas e seguridade social","1412","1681"
"RJ","33","3301207","Carmo","18.200","2.282.287","416.836.979","Administração, defesa, educação e saúde públicas e seguridade social","1707","1389"
"RJ","33","3301306","Casimiro de Abreu","40.305","3.262.043","137.002.546","Demais serviços","873","2992"
"RJ","33","3300951","Comendador Levy Gasparian","8.250","4.332.381","361.147.319","Eletricidade e gás, água, esgoto, atividades de gestão de resíduos e descontaminação","440","1534"
"RJ","33","3301405","Conceição de Macabu","22.163","143.183","321.603.364","Administração, defesa, educação e saúde públicas e seguridade social","5296","1670"
"RJ","33","3301504","Cordeiro","21.063","2.181.177","463.500.081","Administração, defesa, educação e saúde públicas e seguridade social","1835","1287"
"RJ","33","3301603","Duas Barras","11.121","1.898.395","212.031.781","Administração, defesa, educação e saúde públicas e seguridade social","2184","2266"
"RJ","33","3301702","Duque de Caxias","882.729","4.589.484","40.892.161.053","Demais serviços","376","17"
"RJ","33","3301801","Engenheiro Paulo de Frontin","13.626","1.928.112","261.760.443","Administração, defesa, educação e saúde públicas e seguridade social","2147","1955"
"RJ","33","3301850","Guapimirim","56.515","1.589.961","920.921.254","Administração, defesa, educação e saúde públicas e seguridade social","2608","750"
"RJ","33","3301876","Iguaba Grande","25.901","171.591","462.197.486","Administração, defesa, educação e saúde públicas e seguridade social","5254","1293"
"RJ","33","3301900","Itaboraí","229.007","1.801.286","4.186.080.024","Administração, defesa, educação e saúde públicas e seguridade social","2315","206"
"RJ","33","3302007","Itaguaí","119.143","6.181.973","7.564.818.568","Demais serviços","152","131"
"RJ","33","3302056","Italva","14.569","2.222.833","327.267.676","Administração, defesa, educação e saúde públicas e seguridade social","1789","1647"
"RJ","33","3302106","Itaocara","22.779","2.217.047","503.136.743","Demais serviços","1795","1208"
"RJ","33","3302205","Itaperuna","99.021","2.705.185","2.705.103.368","Demais serviços","1260","309"
"RJ","33","3302254","Itatiaia","30.240","14.204.596","4.361.237.009","Demais serviços","22","201"
"RJ","33","3302270","Japeri","99.863","159.561","1.615.347.726","Administração, defesa, educação e saúde públicas e seguridade social","5270","477"
"RJ","33","3302304","Laje do Muriaé","7.298","1.855.007","133.875.854","Administração, defesa, educação e saúde públicas e seguridade social","2252","3032"
"RJ","33","3302403","Macaé","234.628","6.296.148","15.371.353.001","Demais serviços","142","56"
"RJ","33","3302452","Macuco","5.398","2.960.428","160.869.681","Demais serviços","1079","2718"
"RJ","33","3302502","Magé","234.809","1.624.043","3.855.803.281","Administração, defesa, educação e saúde públicas e seguridade social","2558","220"
"RJ","33","3302601","Mangaratiba","40.779","8.485.361","3.599.065.915","Demais serviços","73","235"
"RJ","33","3302700","Maricá","146.549","7.476.002","11.438.880.398","Indústrias extrativas","97","78"
"RJ","33","3302809","Mendes","18.099","1.652.439","299.471.476","Administração, defesa, educação e saúde públicas e seguridade social","2517","1777"
"RJ","33","3302858","Mesquita","170.751","1.350.521","2.313.172.768","Administração, defesa, educação e saúde públicas e seguridade social","2975","354"
"RJ","33","3302908","Miguel Pereira","24.842","2.628.823","653.814.643","Demais serviços","1335","995"
"RJ","33","3303005","Miracema","26.665","1.845.363","489.962.271","Administração, defesa, educação e saúde públicas e seguridade social","2264","1236"
"RJ","33","3303104","Natividade","15.013","1.645.589","246.180.166","Administração, defesa, educação e saúde públicas e seguridade social","2523","2040"
"RJ","33","3303203","Nilópolis","158.309","1.669.888","2.643.916.242","Demais serviços","2489","316"
"RJ","33","3303302","Niterói","496.696","5.504.966","27.471.324.047","Demais serviços","217","26"
"RJ","33","3303401","Nova Friburgo","184.786","270.487","5.014.315.843","Demais serviços","5126","182"
"RJ","33","3303500","Nova Iguaçu","807.492","210.777","16.833.644.449","Demais serviços","5196","48"
"RJ","33","3303609","Paracambi","49.521","1.769.945","892.884.384","Administração, defesa, educação e saúde públicas e seguridade social","2348","775"
"RJ","33","3303708","Paraíba do Sul","42.356","216.916","931.046.794","Demais serviços","5186","740"
"RJ","33","3303807","Parati","40.478","3.836.452","1.590.362.726","Demais serviços","595","488"
"RJ","33","3303856","Paty do Alferes","26.818","1.976.822","53.356.401","Administração, defesa, educação e saúde públicas e seguridade social","2086","4430"
